SEQ_NO,SCCNT_YM,ORIGIN_ID,REPRSNT_KWRD_NM,SRCHWRD_NM,SCCNT_VALUE,ORIGIN_CL_NM
37588,2023-09,51,울산고래축제,울산고래축제,1000,문화축제
37589,2023-09,50,울산대공원 장미축제,울산대공원장미축제,180,문화축제
37590,2023-09,1021,울산쇠부리축제,울산쇠부리축제,110,문화축제
37591,2023-09,1117,울산옹기축제,울산옹기축제,420,문화축제
37592,2023-09,613,울산조선해양축제,울산조선해양축제,290,문화축제
37593,2023-09,1119,울주세계산악영화제,울주세계산악영화제,730,문화축제
37594,2023-09,1051,울진금강송송이축제와 친환경농산물축제,울진금강송송이축제,150,문화축제
37595,2023-09,1049,울진대게와 붉은대게 축제,울진대게와붉은대게축제,100,문화축제
37596,2023-09,278,웅진성수문병 근무교대식,웅진성수문병근무교대식,15,문화축제
37597,2023-09,757,원동매화축제,원동매화축제,30,문화축제
37598,2023-09,1026,원주 다이내믹 댄싱카니발,원주다이내믹댄싱카니발,260,문화축제
37599,2023-09,1025,원주 용수골 꽃 양귀비축제,원주용수골꽃양귀비축제,1040,문화축제
37600,2023-09,1027,원주 한지문화제,원주한지문화제,300,문화축제
37601,2023-09,213,윤봉길평화축제,윤봉길평화축제,19,문화축제
37602,2023-09,1128,은평누리축제,은평누리축제,970,문화축제
37603,2023-09,1114,은행나무길 축제,은행나무길축제,230,문화축제
37604,2023-09,781,음성품바축제,음성품바축제,1830,문화축제
37605,2023-09,495,의왕백운예술제,의왕백운예술제,80,문화축제
37606,2023-09,494,의왕철도축제,의왕철도축제,80,문화축제
37607,2023-09,74,의정부 국제가야금축제,의정부국제가야금축제,11,문화축제
37608,2023-09,73,의정부음악극축제,의정부음악극축제,390,문화축제
37609,2023-09,214,의좋은형제축제,의좋은형제축제,1200,문화축제
37610,2023-09,402,이천도자기축제,이천도자기축제,4790,문화축제
37611,2023-09,407,이천백사산수유꽃축제,이천백사산수유꽃축제,70,문화축제
37612,2023-09,401,이천쌀문화축제,이천쌀문화축제,4500,문화축제
37613,2023-09,404,이천인삼축제,이천인삼축제,680,문화축제
37614,2023-09,869,이호테우축제,이호테우축제,60,문화축제
37615,2023-09,591,익산서동축제,익산서동축제,39520,문화축제
37616,2023-09,687,인삼골축제,인삼골축제,1200,문화축제
37617,2023-09,771,인삼한우명품축제,인삼한우명품축제,18,문화축제
37618,2023-09,872,인제빙어축제,인제빙어축제,750,문화축제
37619,2023-09,413,인천 원도사제,인천원도사제,50,문화축제
37620,2023-09,1069,인천개항장문화재야행,인천개항장문화재야행,26540,문화축제
37621,2023-09,1073,인천상륙작전 월미축제,인천상륙작전월미축제,70,문화축제
37622,2023-09,109,임실N치즈축제,임실N치즈축제,11570,문화축제
37623,2023-09,160,임자도 민어 축제,임자도민어축제,26,문화축제
37624,2023-09,165,입장거봉포도축제,입장거봉포도축제,2590,문화축제
37625,2023-09,528,자라섬 국제재즈페스티벌,자라섬국제재즈페스티벌,180,문화축제
37626,2023-09,192,장고항 실치축제,장고항실치축제,180,문화축제
37627,2023-09,793,장미꽃 필(feel)무렵,장미꽃필무렵,34890,문화축제
37628,2023-09,1022,장미축제,장미축제,1430,문화축제
37629,2023-09,582,장보고수산물축제,장보고수산물축제,20,문화축제
37630,2023-09,276,장수 한우랑 사과랑 축제,장수한우랑사과랑축제,42220,문화축제
37631,2023-09,1146,전국관악경연대회,전국관악경연대회,20,문화축제
37632,2023-09,1147,전국합창경연대회,전국합창경연대회,37,문화축제
37633,2023-09,503,전주국제발효식품엑스포,전주국제발효식품엑스포,570,문화축제
37634,2023-09,497,전주대사습놀이,전주대사습놀이,530,문화축제
37635,2023-09,498,전주세계소리축제,전주세계소리축제,17520,문화축제
37636,2023-09,502,전주한지문화축제,전주한지문화축제,730,문화축제
37637,2023-09,899,전포카페거리축제,전포카페거리축제,70,문화축제
37638,2023-09,1055,정선아리랑제,정선아리랑제,23040,문화축제
37639,2023-09,708,정월대보름 행사,정월대보름행사,90,문화축제
37640,2023-09,369,정월대보름달맞이축제,정월대보름달맞이축제,26,문화축제
37641,2023-09,1138,정월대보름축제,정월대보름축제,80,문화축제
37642,2023-09,342,정월대보름행사,정월대보름행사,90,문화축제
37643,2023-09,355,정조대왕 능행차 공동재현,정조대왕능행차공동재현,2850,문화축제
37644,2023-09,851,제 9회 수월봉 트레일,수월봉트레일,24,문화축제
37645,2023-09,545,제10회 독산성 문화제,독산성문화제,120,문화축제
37646,2023-09,772,제10회 무궁화축제,무궁화축제,170,문화축제
37647,2023-09,6,제11회 마포나루새우젓축제,마포나루새우젓축제,2700,문화축제
37648,2023-09,847,제11회 우도소라축제,우도소라축제,35,문화축제
37649,2023-09,399,제11회 진안고원 수박축제,진안고원수박축제,15,문화축제
37650,2023-09,718,제12회 사천시농업한마당축제,사천시농업한마당축제,190,문화축제
37651,2023-09,269,제12회 지리산산청곶감축제,지리산산청곶감축제,70,문화축제
37652,2023-09,273,제13회 기산국악제전,기산국악제전,730,문화축제
37653,2023-09,1,제13회 영동포도축제,영동포도축제,4380,문화축제
37654,2023-09,69,제13회 전국 어울림 마라톤대회,전국어울림마라톤대회,120,문화축제
37655,2023-09,486,제13회 청도유등제,청도유등제,27,문화축제
37656,2023-09,564,제14회 광명시평생학습축제,광명시평생학습축제,340,문화축제
37657,2023-09,337,제14회 구즉한마당축제,구즉한마당축제,13,문화축제
37658,2023-09,507,제14회 부산국제매직페스티벌,부산국제매직페스티벌,7640,문화축제
37659,2023-09,508,제14회 부산국제어린이청소년영화제,부산국제어린이청소년영화제,310,문화축제
37660,2023-09,581,제14회 시흥갯골축제,시흥갯골축제,64010,문화축제
37661,2023-09,580,제14회 전국해양스포츠제전,전국해양스포츠제전,50,문화축제
37662,2023-09,59,제14회 정읍 구절초꽃축제,정읍구절초꽃축제,340,문화축제
37663,2023-09,89,제15회 구리 코스모스 축제,구리코스모스축제,17570,문화축제
37664,2023-09,88,제15회 구리한강 유채꽃 축제,구리한강유채꽃축제,114,문화축제
37665,2023-09,512,제15회 부산세계불꽃축제,부산세계불꽃축제,370,문화축제
37666,2023-09,761,제15회 영등포 여의도 봄꽃축제,영등포여의도봄꽃축제,70,문화축제
37667,2023-09,540,제15회 영산포 홍어축제,영산포홍어축제,60,문화축제
37668,2023-09,783,제15회 영양산나물축제,영양산나물축제,90,문화축제
37669,2023-09,373,제15회 차성문화제,차성문화제,1070,문화축제
37670,2023-09,34,제15회 파주개성인삼축제,파주개성인삼축제,2110,문화축제
37671,2023-09,567,제16회 광명시평생학습축제,광명시평생학습축제,340,문화축제
37672,2023-09,91,제16회 구리 코스모스 축제,구리코스모스축제,17570,문화축제
37673,2023-09,90,제16회 구리한강 유채꽃 축제,구리한강유채꽃축제,114,문화축제
37674,2023-09,642,제16회 추억의 충장축제,추억의충장축제,530,문화축제
37675,2023-09,92,제17회 구리 유채꽃 축제,구리유채꽃축제,39,문화축제
37676,2023-09,93,제17회 구리 코스모스 축제,구리코스모스축제,17570,문화축제
37677,2023-09,331,제17회 한여름밤의 축제,한여름밤의축제,33,문화축제
37678,2023-09,94,제18회 구리 유채꽃 축제,구리유채꽃축제,39,문화축제
37679,2023-09,95,제18회 구리 코스모스 축제,구리코스모스축제,17570,문화축제
37680,2023-09,1044,제18회 사상강변축제,사상강변축제,1260,문화축제
37681,2023-09,219,제18회 전라병영성 축제,전라병영성축제,20,문화축제
37682,2023-09,671,제18회삼양검은모래축제,삼양검은모래축제,25,문화축제
37683,2023-09,96,제19회 구리 유채꽃 축제,구리유채꽃축제,39,문화축제
37684,2023-09,97,제19회 구리 코스모스 축제,구리코스모스축제,17570,문화축제
37685,2023-09,668,제19회 도두오래물축제,도두오래물축제,36,문화축제
37686,2023-09,270,제19회 산청한방약초축제,산청한방약초축제,12440,문화축제
37687,2023-09,500,제19회 전주국제영화제,전주국제영화제,4510,문화축제
37688,2023-09,779,제19회광안리어방축제,광안리어방축제,410,문화축제
37689,2023-09,1077,제1회 대청호 벚꽃축제,대청호벚꽃축제,19,문화축제
37690,2023-09,809,제1회 상록수문화제,상록수문화제,90,문화축제
37691,2023-09,541,제1회 천년나주목읍성문화축제,천년나주목읍성문화축제,15,문화축제
37692,2023-09,79,제1회의성슈퍼푸드마늘축제,의성슈퍼푸드마늘축제,160,문화축제
37693,2023-09,1029,제20회 만세보령문화제,만세보령문화제,30,문화축제
37694,2023-09,548,제20회 청양고추.구기자축제,청양고추구기자축제,3580,문화축제
37695,2023-09,44,제21회 고성통일명태축제,고성통일명태축제,130,문화축제
37696,2023-09,5,제22회 과천축제,과천축제,27730,문화축제
37697,2023-09,1122,제22회 무안연꽃축제,무안연꽃축제,1720,문화축제
37698,2023-09,1028,제22회 보령머드축제,보령머드축제,6770,문화축제
37699,2023-09,769,제22회 찰옥수수축제,찰옥수수축제,13,문화축제
37700,2023-09,371,제23회 단양온달문화축제,단양온달문화축제,1500,문화축제
37701,2023-09,35,제23회 파주장단콩축제,파주장단콩축제,2750,문화축제
37702,2023-09,1104,제23회 황매산철쭉제,황매산철쭉제,20,문화축제
37703,2023-09,319,제24회 봉화산 철쭉제,봉화산철쭉제,10,문화축제
37704,2023-09,511,제24회 부산국제영화제,부산국제영화제,242000,문화축제
37705,2023-09,509,제24회 부산바다축제,부산바다축제,820,문화축제
37706,2023-09,510,제24회 송정해변축제,송정해변축제,17,문화축제
37707,2023-09,222,제25회 남도음식문화큰잔치,남도음식문화큰잔치,2140,문화축제
37708,2023-09,318,제25회 지리산 바래봉 철쭉제,지리산바래봉철쭉제,14,문화축제
37709,2023-09,895,제26회 연천구석기축제,연천구석기축제,1380,문화축제
37710,2023-09,568,제26회 오리문화제,오리문화제,30,문화축제
37711,2023-09,1101,제27회 영도다리축제,영도다리축제,13820,문화축제
37712,2023-09,1155,제27회 화도진축제,화도진축제,790,문화축제
37713,2023-09,685,제28회 함안낙화놀이,함안낙화놀이,10280,문화축제
37714,2023-09,1156,제28회 화도진축제,화도진축제,790,문화축제
37715,2023-09,1157,제29회 화도진축제,화도진축제,790,문화축제
37716,2023-09,810,제2회 상록수문화제,상록수문화제,90,문화축제
37717,2023-09,58,제30회 정읍사문화제,정읍사문화제,310,문화축제
37718,2023-09,1158,제30회 화도진축제,화도진축제,790,문화축제
37719,2023-09,32,제32회 율곡문화제,율곡문화제,310,문화축제
37720,2023-09,683,제32회 함안아라문화제,함안아라문화제,35,문화축제
37721,2023-09,234,제33회 비사벌문화제,비사벌문화제,270,문화축제
37722,2023-09,1103,제35회 대야문화제,대야문화제,1110,문화축제
37723,2023-09,43,제37회 고성군민의 날 및 수성문화제,고성군민의날및수성문화제,290,문화축제
37724,2023-09,372,제37회 단양소백산철쭉제,단양소백산철쭉제,30,문화축제
37725,2023-09,846,제37회 제주유채꽃축제,제주유채꽃축제,120,문화축제
37726,2023-09,221,제3회 강진만 춤추는 갈대축제,강진만춤추는갈대축제,260,문화축제
37727,2023-09,130,제3회 낙동강세계평화 문화대축전,낙동강세계평화문화대축전,4520,문화축제
37728,2023-09,332,제3회 노은3동한마음축제,노은3동한마음축제,25,문화축제
37729,2023-09,811,제3회 상록수문화제,상록수문화제,90,문화축제
37730,2023-09,775,제3회 홍천사과축제,홍천사과축제,920,문화축제
37731,2023-09,268,제43회 남명선비문화축제,남명선비문화축제,110,문화축제
37732,2023-09,218,제46회 강진청자축제,강진청자축제,610,문화축제
37733,2023-09,377,제47회 신라문화제,신라문화제,8220,문화축제
37734,2023-09,1066,제47회의병제전,의병제전,18,문화축제
37735,2023-09,132,제4회 낙동강세계평화 문화대축전,낙동강세계평화문화대축전,4520,문화축제
37736,2023-09,812,제4회 상록수문화제,상록수문화제,90,문화축제
37737,2023-09,776,제4회 서석면 코스모스 축제,서석면코스모스축제,150,문화축제
37738,2023-09,129,제4회 칠곡 세계 인형음악극 축제,칠곡세계인형음악극축제,15,문화축제
37739,2023-09,2,제50회 영동난계국악축제,영동난계국악축제,2750,문화축제
37740,2023-09,60,제52회 황토현동학농민혁명기념제,황토현동학농민혁명기념제,28,문화축제
37741,2023-09,383,제56회 수원화성문화제,수원화성문화제,14290,문화축제
37742,2023-09,778,제58회 천령문화제,천령문화제,20,문화축제
37743,2023-09,539,제5회 나주마한문화축제,나주마한문화축제,13,문화축제
37744,2023-09,134,제5회 낙동강세계평화 문화대축전,낙동강세계평화문화대축전,4520,문화축제
37745,2023-09,813,제5회 상록수문화제,상록수문화제,90,문화축제
37746,2023-09,542,제5회 오산천 두바퀴 축제,오산천두바퀴축제,11,문화축제
37747,2023-09,131,제5회 칠곡 세계 인형음악극 축제,칠곡세계인형음악극축제,15,문화축제
37748,2023-09,282,제63회 백제문화제,백제문화제,111300,문화축제
37749,2023-09,291,제64회 백제문화제,백제문화제,111300,문화축제
37750,2023-09,302,제65회 백제문화제,백제문화제,111300,문화축제
37751,2023-09,858,제6회 국제전기자동차엑스포,국제전기자동차엑스포,90,문화축제
37752,2023-09,136,제6회 낙동강세계평화 문화대축전,낙동강세계평화문화대축전,4520,문화축제
37753,2023-09,814,제6회 상록수문화제,상록수문화제,90,문화축제
37754,2023-09,133,제6회 칠곡 세계 인형음악극 축제,칠곡세계인형음악극축제,15,문화축제
37755,2023-09,137,제7회 낙동강세계평화문화 대축전,낙동강세계평화문화대축전,4520,문화축제
37756,2023-09,124,제7회 도심 속 바다축제,도심속바다축제,80,문화축제
37757,2023-09,135,제7회 칠곡 세계 인형음악극 축제,칠곡세계인형음악극축제,15,문화축제
37758,2023-09,317,제89회 춘향제,춘향제,920,문화축제
37759,2023-09,240,제8회 낙동강 구포나루 축제,낙동강구포나루축제,550,문화축제
37760,2023-09,3,제8회 대한민국와인축제,대한민국와인축제,1310,문화축제
37761,2023-09,897,제8회 북페스티벌,북페스티벌,1250,문화축제
37762,2023-09,336,제9회 관평골축제,관평골축제,35,문화축제
37763,2023-09,840,제주 라프 별빛축제,제주라프별빛축제,20,문화축제
37764,2023-09,860,제주국제관광마라톤축제,제주국제관광마라톤축제,13,문화축제
37765,2023-09,843,제주들불축제,제주들불축제,1490,문화축제
37766,2023-09,842,제주왕벚꽃축제,제주왕벚꽃축제,40,문화축제
37767,2023-09,839,제주윈터페스티벌,제주윈터페스티벌,14,문화축제
37768,2023-09,875,제주유채꽃축제,제주유채꽃축제,120,문화축제
37769,2023-09,855,제주푸드앤와인페스티벌,제주푸드앤와인페스티벌,90,문화축제
37770,2023-09,865,제주해비치아트페스티벌,제주해비치아트페스티벌,70,문화축제
37771,2023-09,99,제천국제음악영화제,제천국제음악영화제,1050,문화축제
37772,2023-09,100,제천의병제,제천의병제,90,문화축제
37773,2023-09,720,조선통신사 축제,조선통신사축제,70,문화축제
37774,2023-09,227,종교연합바자회,종교연합바자회,14,문화축제
37775,2023-09,411,주안미디어문화축제,주안미디어문화축제,140,문화축제
37776,2023-09,885,중문칠선녀축제,중문칠선녀축제,180,문화축제
37777,2023-09,321,지리산 뱀사골 단풍제,지리산뱀사골단풍제,170,문화축제
37778,2023-09,114,진주남강유등축제,진주남강유등축제,85900,문화축제
37779,2023-09,118,진주논개제,진주논개제,290,문화축제
37780,2023-09,654,진해군항제,진해군항제,2650,문화축제
37781,2023-09,1113,짚풀문화제,짚풀문화제,120,문화축제
37782,2023-09,52,처용문화제,처용문화제,110,문화축제
37783,2023-09,592,천만송이 국화축제,천만송이국화축제,90,문화축제
37784,2023-09,635,천사마라톤대회,천사마라톤대회,17,문화축제
37785,2023-09,166,천안성환배축제,천안성환배축제,440,문화축제
37786,2023-09,164,천안예술제,천안예술제,19,문화축제
37787,2023-09,169,천안춤영화제,천안춤영화제,230,문화축제
37788,2023-09,167,천안호두축제,천안호두축제,910,문화축제
37789,2023-09,163,천안흥타령춤축제,천안흥타령춤축제,8640,문화축제
37790,2023-09,711,천을산 해맞이,천을산해맞이,11,문화축제
37791,2023-09,679,청룡문화제,청룡문화제,110,문화축제
37792,2023-09,831,청소년어울림마당 1회차,청소년어울림마당,610,문화축제
37793,2023-09,832,청소년어울림마당 2회차,청소년어울림마당,610,문화축제
37794,2023-09,224,청송사과축제,청송사과축제,18250,문화축제
37795,2023-09,209,청양고추.구기자축제,청양고추구기자축제,3580,문화축제
37796,2023-09,23,청원생명축제,청원생명축제,14260,문화축제
37797,2023-09,626,추억의충장축제,추억의충장축제,530,문화축제
37798,2023-09,670,추자도 참굴비 대축제,추자도참굴비대축제,160,문화축제
37799,2023-09,1154,춘천가족음악축제,춘천가족음악축제,12,문화축제
37800,2023-09,1151,춘천국제고음악제,춘천국제고음악제,130,문화축제
37801,2023-09,1139,춘천마임축제,춘천마임축제,1010,문화축제
37802,2023-09,1140,춘천연극제,춘천연극제,850,문화축제
37803,2023-09,1142,춘천인형극제,춘천인형극제,5730,문화축제
37804,2023-09,116,코리아드라마페스티벌,코리아드라마페스티벌,1250,문화축제
37805,2023-09,639,크리스마스트리축제,크리스마스트리축제,16,문화축제
37806,2023-09,841,탐라국입춘굿놀이,탐라국입춘굿놀이,11,문화축제
37807,2023-09,890,태백산눈축제,태백산눈축제,910,문화축제
37808,2023-09,728,태조 이성계 축제,태조이성계축제,60,문화축제
37809,2023-09,49,태화강 연등축제,태화강연등축제,20,문화축제
37810,2023-09,48,통영한산대첩축제,통영한산대첩축제,490,문화축제
37811,2023-09,603,통일로 문화축제,통일로문화축제,490,문화축제
37812,2023-09,751,퇴촌토마토축제,퇴촌토마토축제,790,문화축제
37813,2023-09,31,파주북소리2019,파주북소리,660,문화축제
37814,2023-09,460,파주장단콩축제,파주장단콩축제,2750,문화축제
37815,2023-09,1007,팔공산 단풍축제,팔공산단풍축제,180,문화축제
37816,2023-09,1008,팔공산 벚꽃축제,팔공산벚꽃축제,19,문화축제
37817,2023-09,179,팔봉산감자축제,팔봉산감자축제,20,문화축제
37818,2023-09,1039,평생학습축제,평생학습축제,910,문화축제
37819,2023-09,1083,평창더위사냥축제,평창더위사냥축제,60,문화축제
37820,2023-09,1085,평창백일홍축제,평창백일홍축제,58850,문화축제
37821,2023-09,1081,평창송어축제,평창송어축제,3210,문화축제
37822,2023-09,1084,평창효석문화제,평창효석문화제,23840,문화축제
37823,2023-09,149,포은문화제,포은문화제,1000,문화축제
37824,2023-09,1037,포천시민의날 행사,포천시민의날행사,90,문화축제
37825,2023-09,343,포항국제불빛축제,포항국제불빛축제,710,문화축제
37826,2023-09,345,포항운하축제,포항운하축제,2600,문화축제
37827,2023-09,107,필봉마을굿축제,필봉마을굿축제,20,문화축제
37828,2023-09,876,한라산청정 고사리축제,한라산청정고사리축제,30,문화축제
37829,2023-09,853,한라산청정고사리축제,한라산청정고사리축제,30,문화축제
37830,2023-09,207,한산모시문화제,한산모시문화제,150,문화축제
37831,2023-09,112,한성백제문화제,한성백제문화제,72080,문화축제
37832,2023-09,193,한진포구 바지락 갯벌체험축제,한진포구바지락갯벌체험축제,28,문화축제
37833,2023-09,1053,함백산야생화축제,함백산야생화축제,160,문화축제
37834,2023-09,833,해맞이 행사,해맞이행사,30,문화축제
37835,2023-09,228,해맞이축제,해맞이축제,250,문화축제
37836,2023-09,1010,해맞이행사,해맞이행사,30,문화축제
37837,2023-09,739,해운대 북극곰축제,해운대북극곰축제,50,문화축제
37838,2023-09,403,햇사레장호원복숭아축제,햇사레장호원복숭아축제,6770,문화축제
37839,2023-09,936,향촌동수제화골목 2014년「빨간구두 이야기」,향촌동수제화골목,26,문화축제
37840,2023-09,941,향촌동수제화골목 2015년「빨간구두 이야기」,향촌동수제화골목,26,문화축제
37841,2023-09,948,향촌동수제화골목 2016년「빨간구두 이야기」,향촌동수제화골목,26,문화축제
37842,2023-09,959,향촌동수제화골목 2017년「빨간구두 이야기」,향촌동수제화골목,26,문화축제
37843,2023-09,972,향촌동수제화골목 2018년「빨간구두 이야기」,향촌동수제화골목,26,문화축제
37844,2023-09,988,허준축제,허준축제,7440,문화축제
37845,2023-09,1107,현인가요제,현인가요제,10610,문화축제
37846,2023-09,699,형형색색달구벌관등놀이,형형색색달구벌관등놀이,30,문화축제
37847,2023-09,347,호미곶한민족해맞이축전,호미곶한민족해맞이축전,12,문화축제
37848,2023-09,25,홍길동축제,홍길동축제,70,문화축제
37849,2023-09,588,홍성남당항 대하축제,홍성남당항대하축제,90800,문화축제
37850,2023-09,590,홍성남당항 새조개축제,홍성남당항새조개축제,17,문화축제
37851,2023-09,211,홍성남당항대하축제,홍성남당항대하축제,90800,문화축제
37852,2023-09,212,홍성남당항새조개축제,홍성남당항새조개축제,17,문화축제
37853,2023-09,210,홍성역사인물축제,홍성역사인물축제,250,문화축제
37854,2023-09,206,홍원항 자연산 전어.꽃게 축제,홍원항자연산전어꽃게축제,40,문화축제
37855,2023-09,461,화성뱃놀이축제,화성뱃놀이축제,840,문화축제
37856,2023-09,790,화순 국화향연,화순국화향연,1740,문화축제
37857,2023-09,787,화순운주문화축제,화순운주문화축제,14,문화축제
37858,2023-09,870,황태축제,황태축제,22,문화축제
37859,2023-09,1045,횡성한우축제,횡성한우축제,48770,문화축제
37860,2023-09,585,효문화뿌리축제,효문화뿌리축제,180,문화축제
37861,2023-09,155,흑산도홍어축제,흑산도홍어축제,17,문화축제
37862,2023-09,320,흥부제,흥부제,1790,문화축제
37863,2023-09,795,희망달서 큰잔치,희망달서큰잔치,180,문화축제
